2013-03-05 08:31:00 -0800,37.782066,-122.437934
2013-03-05 08:35:56 -0800,37.782612,-122.43948569999999
2013-03-05 08:43:05 -0800,37.7828753,-122.44052679999999
2013-03-05 08:44:30 -0800,37.7827656,-122.44241749999999
2013-03-05 08:46:54 -0800,37.78201,-122.44387199999998
2013-03-05 08:52:12 -0800,37.7837106,-122.44345899999999
2013-03-05 08:52:36 -0800,37.7824719,-122.4441555
2013-03-05 08:57:44 -0800,37.782067,-122.4427996
2013-03-05 08:58:22 -0800,37.780819799999996,-122.4447023
2013-03-05 08:58:45 -0800,37.779516099999995,-122.44576020000001
2013-03-05 09:04:00 -0800,37.7800568,-122.44393900000001
2013-03-05 09:04:54 -0800,37.780322999999996,-122.44593840000002
2013-03-05 09:10:55 -0800,37.7786421,-122.44643700000002
2013-03-05 09:16:53 -0800,37.7794175,-122.44549140000002
2013-03-05 09:17:40 -0800,37.7791361,-122.44440780000002
2013-03-05 09:19:48 -0800,37.777613,-122.44278470000002
2013-03-05 09:20:07 -0800,37.7775033,-122.44405360000002
2013-03-05 09:24:05 -0800,37.7787605,-122.44298370000001
2013-03-05 09:33:30 -0800,37.7787489,-122.44255570000001
2013-03-05 09:35:59 -0800,37.778120599999994,-122.44062260000001
2013-03-05 09:42:14 -0800,37.776699099999995,-122.44142270000002
2013-03-05 09:50:19 -0800,37.776191,-122.44259180000002
2013-03-05 09:51:41 -0800,37.778141899999994,-122.44075330000001
2013-03-05 09:53:51 -0800,37.77997849999999,-122.44171440000001
2013-03-05 09:59:44 -0800,37.77937449999999,-122.44058390000001
2013-03-05 10:01:25 -0800,37.77819969999999,-122.4403194
2013-03-05 10:10:06 -0800,37.779331599999985,-122.4384955
2013-03-05 10:12:05 -0800,37.77812549999999,-122.4387655
2013-03-05 10:16:51 -0800,37.77986759999999,-122.4373755
2013-03-05 10:21:08 -0800,37.78109589999999,-122.4356995
2013-03-05 10:22:49 -0800,37.77915359999999,-122.4351487
2013-03-05 10:30:54 -0800,37.780635299999986,-122.436131
2013-03-05 10:31:19 -0800,37.778635499999986,-122.4374015
2013-03-05 10:35:00 -0800,37.77791139999999,-122.4376814
2013-03-05 10:42:35 -0800,37.77644019999999,-122.4386915
